id_symptoms,symptoms,herbs,usage_method,relevance_score
822,Perut kembung,Senggani,"Rebus 1-2 sendok makan akar senggani yang telah dicuci bersih dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring air rebusan dan minum selagi hangat. Air rebusan ini dapat diminum 2 kali sehari untuk membantu meredakan perut kembung dan gas berlebih. Senggani memiliki sifat carminative yang membantu melancarkan pencernaan dan mengurangi rasa tidak nyaman pada perut.","0,85"
823,Pusing,Senggani,Rebus 1 sendok teh akar senggani kering dalam 1 gelas air hingga mendidih dan tersisa setengah gelas. Saring dan minum air rebusan selagi hangat. Konsumsi 1-2 kali sehari untuk membantu meredakan pusing. Senggani memiliki efek menenangkan yang dapat membantu meredakan gejala pusing yang disebabkan oleh gangguan peredaran darah.,"0,75"
824,Sakit kepala,Senggani,"Tumbuk halus 1 sendok teh akar senggani dan campurkan dengan sedikit air hingga menjadi pasta. Oleskan pada dahi atau bagian kepala yang terasa sakit. Diamkan selama 15-20 menit, lalu bilas dengan air bersih. Penggunaan ini dapat membantu meredakan sakit kepala dengan cara memberikan efek dingin yang menenangkan pada kulit kepala.","0,8"
825,Tenggorokan kering,Senggani,Rebus 1 sendok teh akar senggani dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan ini selagi hangat. Konsumsi 2-3 kali sehari untuk membantu melembapkan tenggorokan yang kering. Senggani memiliki sifat antiinflamasi yang dapat membantu meredakan iritasi pada saluran pernapasan bagian atas.,"0,7"
826,Pusing,Senggani,Rebus 2 sendok teh akar senggani kering dalam 2 gelas air hingga mendidih dan tersisa setengah gelas. Saring air rebusan dan minum perlahan selagi hangat. Air senggani dapat membantu meredakan pusing akibat dehidrasi karena membantu menjaga keseimbangan elektrolit dalam tubuh.,"0,85"
827,Sakit kepala,Senggugu,"Ambil 2-3 helai daun senggugu segar, cuci bersih, lalu rebus dalam 2 gelas air selama 10-15 menit hingga tersisa setengah gelas. Saring dan minum air rebusan ini selagi hangat. Rebusan ini dapat membantu meredakan sakit kepala karena sifat anti-inflamasi dan relaksan otot pada senggugu.","0,8"
828,Perut kembung,Senggugu,"Rebus 2-3 helai daun senggugu dalam 1,5 gelas air selama 10-15 menit. Setelah mendidih, saring dan minum airnya saat masih hangat. Tanaman ini memiliki sifat karminatif yang dapat membantu meredakan gas di perut dan memperlancar pencernaan.","0,85"
829,Sakit tenggorokan,Senggugu,"Rebus 3-4 helai daun senggugu segar dalam 2 gelas air hingga mendidih. Setelah tersisa 1 gelas, saring dan minum air rebusan ini secara perlahan. Rebusan daun senggugu membantu mengurangi peradangan di tenggorokan dan memberikan efek menenangkan.","0,75"
830,Kelelahan,Senggugu,"Ambil 2 helai daun senggugu segar, cuci bersih, lalu rebus dalam 2 gelas air selama 15 menit. Minum air rebusan tersebut saat hangat. Senggugu memiliki efek tonik yang membantu mengurangi kelelahan tubuh dan memberikan energi.","0,8"
831,Mata lelah,Senggugu,"Cuci bersih beberapa helai daun senggugu, lalu rebus dalam 1 gelas air hingga mendidih. Setelah dingin, gunakan air rebusan untuk mencuci muka atau kompres mata yang lelah. Sifat antioksidan pada daun senggugu membantu meredakan mata lelah akibat aktivitas panjang di depan layar.","0,8"
832,Perut kembung,Sereh,"Ambil 2 batang sereh, cuci bersih, lalu geprek untuk mengeluarkan aroma. Rebus sereh dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring dan minum air rebusan sereh selagi hangat. Minum 2-3 kali sehari untuk membantu meredakan kembung dan memperlancar pencernaan.","0,85"
833,Sakit kepala,Sereh,"Ambil 2 batang sereh, cuci dan geprek. Rebus sereh dengan 1,5 gelas air hingga airnya tersisa sekitar 1 gelas. Setelah mendidih, saring airnya dan minum perlahan. Sereh membantu meredakan ketegangan otot kepala dan meningkatkan sirkulasi darah, yang dapat membantu mengurangi sakit kepala.","0,8"
834,Nyeri otot,Sereh,"Siapkan 2 batang sereh, cuci bersih, kemudian geprek dan rebus bersama 2 gelas air hingga airnya tersisa 1 gelas. Saring air rebusannya dan minum selagi hangat. Konsumsi air sereh ini 1-2 kali sehari untuk membantu meredakan pegal pada otot dan memperlancar peredaran darah.","0,85"
835,Kelelahan,Sereh,"Rebus 2 batang sereh yang sudah digeprek bersama 1,5 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring airnya dan minum selagi hangat. Sereh memiliki sifat menyegarkan yang membantu mengurangi rasa lelah dan memberikan energi untuk aktivitas sehari-hari.","0,8"
836,Pusing,Sereh,"Cuci 2 batang sereh, geprek hingga keluar aroma khasnya, kemudian rebus dengan 2 gelas air hingga tersisa 1 gelas. Saring dan minum airnya selagi hangat. Sereh dapat membantu meredakan pusing dengan memperlancar aliran darah ke kepala dan meningkatkan stamina tubuh.","0,75"
837,Perut kembung,Sesuru,"Ambil 1-2 sendok teh akar sesuru kering, lalu rebus dalam 2 gelas air hingga tersisa sekitar 1 gelas. Saring air rebusan dan minum selagi hangat. Air rebusan ini bisa diminum 2 kali sehari untuk membantu meredakan perut kembung, karena sesuru memiliki sifat yang dapat melancarkan pencernaan dan mengurangi gas dalam perut.","0,85"
838,Pusing,Sesuru,"Rebus 1 sendok teh akar sesuru dalam 1,5 gelas air hingga mendidih dan tersisa sekitar 1 gelas. Setelah itu, saring dan minum airnya selagi hangat. Konsumsi rebusan ini dua kali sehari untuk membantu meredakan pusing kepala yang disebabkan oleh ketegangan atau stres.","0,75"
839,Sakit tenggorokan,Sesuru,"Cuci bersih 3-4 lembar daun sesuru segar, lalu rebus dalam 2 gelas air sampai mendidih dan tersisa setengahnya. Saring air rebusan dan minum selagi hangat. Air rebusan ini dapat membantu meredakan sakit tenggorokan karena sesuru memiliki sifat antiinflamasi yang dapat menenangkan peradangan pada tenggorokan.","0,8"
840,Mata lelah,Sesuru,"Ambil 2 sendok makan daun sesuru kering, kemudian rendam dalam air dingin selama 15-20 menit. Gunakan air rendaman tersebut untuk mencuci mata secara perlahan. Penggunaan rutin dapat membantu meredakan mata lelah dan memberikan efek menyegarkan karena kandungan antioksidan dalam daun sesuru.","0,8"
841,Kulit kering,Sesuru,"Haluskan beberapa daun sesuru segar, lalu campurkan dengan 1 sendok makan madu. Oleskan campuran ini pada wajah dan diamkan selama 20 menit. Bilas dengan air hangat. Masker ini dapat membantu melembapkan kulit kering dan memberikan nutrisi alami berkat kandungan vitamin dalam sesuru.","0,75"
842,Sakit kepala,Siantan,"Rebus 1 sendok makan biji siantan dalam 2 gelas air hingga tersisa 1 gelas. Setelah mendidih, saring air rebusan dan minum selagi hangat. Konsumsi 2 kali sehari. Kandungan minyak atsiri dalam siantan dapat membantu meredakan sakit kepala dengan cara merelaksasi otot kepala yang tegang.","0,85"
843,Perut kembung,Siantan,"Ambil 1 sendok makan biji siantan, tumbuk hingga halus, lalu seduh dengan 1 gelas air panas. Diamkan selama 10 menit, saring, dan minum airnya. Air rebusan ini membantu meredakan perut kembung karena sifat karminatif yang dapat mengurangi gas dalam saluran pencernaan.","0,8"
844,Gangguan pencernaan,Siantan,"Rebus 1 sendok teh biji siantan dalam 1 gelas air hingga mendidih, kemudian saring. Minum air rebusan ini 2 kali sehari untuk melancarkan pencernaan. Siantan memiliki efek sebagai pencahar alami yang dapat membantu meredakan sembelit dan melancarkan proses pencernaan.","0,9"
845,Susah tidur,Siantan,"Rebus 1 sendok teh biji siantan dalam 1,5 gelas air hingga tersisa setengah gelas. Setelah mendidih, saring air rebusan dan minum sebelum tidur. Kandungan alkaloid dalam siantan dapat membantu meredakan ketegangan dan memberikan efek menenangkan yang mempermudah tidur.","0,75"
846,Kelelahan,Siantan,"Tumbuk halus beberapa biji siantan, campurkan dengan sedikit air, lalu oleskan pada bagian tubuh yang pegal. Diamkan selama 15-20 menit, lalu bersihkan dengan air hangat. Siantan mengandung zat yang dapat membantu meredakan nyeri otot dan memberikan rasa rileks pada tubuh.","0,8"
847,Sakit kepala,Sidaguri,Rebus 5-7 lembar daun sidaguri segar dalam 2 gelas air hingga tersisa satu gelas. Saring dan minum air rebusannya selagi hangat. Tanaman ini membantu meredakan sakit kepala dengan efek relaksasi dan antiinflamasi.,"0,8"
848,Perut kembung,Sidaguri,"Ambil 3 lembar daun sidaguri segar, cuci bersih, dan rebus dalam 1 gelas air selama 10-15 menit. Saring air rebusan dan minum hangat dua kali sehari. Daun sidaguri dapat membantu meredakan perut kembung dan melancarkan pencernaan.","0,7"
849,Tenggorokan gatal,Sidaguri,"Cuci bersih 4 lembar daun sidaguri, lalu rebus dengan 1,5 gelas air hingga tersisa sekitar satu gelas. Saring dan minum selagi hangat. Tanaman ini membantu meredakan rasa gatal di tenggorokan dan memberikan sensasi menenangkan.","0,6"
850,Kulit kering,Sidaguri,"Tumbuk halus 5 lembar daun sidaguri segar, campurkan dengan sedikit air, lalu oleskan pada kulit yang kering. Diamkan selama 15-20 menit dan bilas dengan air bersih. Sidaguri memiliki sifat pelembap alami yang membantu menghidrasi kulit.","0,7"
851,Kelelahan,Sidaguri,Rebus 3 lembar daun sidaguri dalam 2 gelas air hingga tersisa satu gelas. Minum air rebusan selagi hangat untuk memberikan energi tambahan dan membantu mengurangi kelelahan tubuh setelah aktivitas yang berat.,"0,6"
852,Sakit gigi,Sirih,"Cuci bersih 2-3 lembar daun sirih, rebus dalam 2 gelas air hingga tersisa 1 gelas. Setelah mendidih, saring dan diamkan hingga suhu ruang. Gunakan air rebusan untuk berkumur setiap pagi dan malam. Kandungan antiseptik dalam daun sirih membantu membersihkan gigi dan gusi dari bakteri yang menyebabkan gigi berlubang.","0,8"
853,Bau mulut,Sirih,"Ambil 2-3 daun sirih segar, cuci bersih, lalu kunyah daun sirih secara langsung. Lakukan setelah makan untuk membantu mengurangi bau mulut. Daun sirih mengandung senyawa yang memiliki efek antibakteri, sehingga membantu menyegarkan nafas dan membunuh bakteri penyebab bau mulut.","0,9"
854,Kulit kering,Sirih,"Rebus 5-6 lembar daun sirih dalam 2 gelas air hingga mendidih. Setelah itu, saring airnya dan biarkan dingin. Gunakan air rebusan untuk mencuci wajah 2 kali sehari. Kandungan minyak atsiri pada daun sirih membantu melembapkan kulit yang kering dan memberikan efek menenangkan.","0,6"
855,Tenggorokan kering,Sirih,"Rebus 3-4 lembar daun sirih bersama 1 ruas jahe dalam 2 gelas air hingga tersisa 1 gelas. Setelah mendidih, saring dan minum air rebusan selagi hangat. Kandungan antibakteri pada daun sirih membantu meredakan tenggorokan yang kering serta mencegah iritasi.","0,7"
856,Perut kembung,Sirih,"Cuci bersih 2-3 daun sirih, lalu kunyah langsung setelah makan. Jika tidak suka rasa pahitnya, Anda bisa menumbuk daun sirih dan mencampurnya dengan sedikit madu. Daun sirih memiliki sifat carminative yang dapat membantu mengurangi gas di perut dan meredakan perut kembung.","0,6"
857,Sakit kepala,Sirsak,"Ambil 5-6 daun sirsak segar, cuci bersih, dan rebus dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring dan minum air rebusan ini selagi hangat. Kandungan antiinflamasi dalam daun sirsak membantu meredakan sakit kepala yang disebabkan oleh ketegangan atau migrain.","0,8"
858,Perut kembung,Sirsak,"Rebus 3-4 daun sirsak dalam 2 gelas air hingga mendidih dan air tersisa setengah gelas. Setelah itu, saring air rebusan dan minum selagi hangat. Daun sirsak memiliki sifat antiinflamasi yang membantu meredakan kembung dan melancarkan pencernaan.","0,7"
859,Kelelahan,Sirsak,"Ambil 5 lembar daun sirsak, cuci bersih, dan rebus dengan 2 gelas air hingga tersisa 1 gelas. Setelah itu, saring dan minum air rebusan secara rutin setiap pagi. Minuman ini membantu meningkatkan energi karena sirsak mengandung banyak nutrisi yang mendukung tubuh dalam melawan kelelahan.","0,6"
860,Susah tidur,Sirsak,Rebus 5-6 daun sirsak segar dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan ini menjelang malam hari. Kandungan zat alami dalam daun sirsak dapat membantu menenangkan sistem saraf dan memperbaiki kualitas tidur.,"0,8"
861,Nyeri otot,Sirsak,"Ambil 3-4 daun sirsak, cuci bersih, dan tumbuk halus. Tempelkan pada bagian tubuh yang nyeri atau pegal, biarkan selama 20-30 menit, lalu bilas dengan air hangat. Efek analgesik dari daun sirsak dapat membantu mengurangi nyeri otot dan memberikan kenyamanan.","0,7"
862,Sakit kepala,Sisik Naga,"Ambil 3-4 helai daun sisik naga, cuci bersih, lalu rebus dalam 2 gelas air hingga tersisa sekitar satu gelas. Setelah itu, saring dan minum air rebusannya selagi hangat. Konsumsi 1-2 kali sehari untuk membantu meredakan sakit kepala. Daun sisik naga memiliki sifat analgesik yang dapat menenangkan otot dan mengurangi ketegangan.","0,7"
863,Pusing,Sisik Naga,"Rebus 5-6 helai daun sisik naga dalam 1,5 gelas air hingga mendidih dan airnya berkurang menjadi 1 gelas. Saring dan minum air rebusan ini secara perlahan. Sisik naga memiliki efek menenangkan saraf, sehingga cocok untuk meredakan pusing akibat kelelahan atau stres.","0,8"
864,Perut kembung,Sisik Naga,"Ambil 4-5 helai daun sisik naga, cuci bersih, dan rebus dengan 2 gelas air hingga tersisa satu gelas. Setelah mendidih, saring airnya dan minum selagi hangat. Rebusan daun sisik naga membantu memperlancar pencernaan dan mengurangi kembung dengan cara menenangkan perut dan meredakan gas.","0,7"
865,Tenggorokan kering,Sisik Naga,"Cuci bersih 3 helai daun sisik naga, lalu rebus dengan 1,5 gelas air hingga airnya tersisa setengahnya. Minum air rebusannya selagi hangat untuk menenangkan tenggorokan yang kering. Daun sisik naga memiliki sifat melembapkan yang dapat membantu mengatasi rasa perih atau gatal di tenggorokan.","0,7"
866,Kulit kasar,Sisik Naga,"Tumbuk halus 3-4 helai daun sisik naga yang sudah dicuci bersih, lalu campurkan dengan sedikit air hingga berbentuk pasta. Oleskan pada bagian kulit yang kasar dan biarkan selama 15-20 menit. Bilas dengan air bersih. Masker daun sisik naga membantu melembapkan dan menghaluskan kulit yang kering atau kasar.","0,6"
867,Perut kembung,Sosor bebek,"Rebus 10-15 lembar daun sosor bebek segar dalam 2 gelas air hingga mendidih dan tersisa sekitar satu gelas. Setelah dingin, saring air rebusan dan minum selagi hangat. Air rebusan ini dapat membantu melancarkan pencernaan dan meredakan perut kembung, karena daun sosor bebek memiliki sifat carminatif yang membantu mengurangi gas di dalam perut.","0,8"
868,Sakit kepala,Sosor bebek,"Ambil 5-10 lembar daun sosor bebek segar, cuci bersih, lalu tumbuk hingga halus. Tempelkan pada dahi atau bagian kepala yang sakit. Biarkan beberapa menit, lalu bilas dengan air bersih. Daun sosor bebek membantu meredakan sakit kepala karena sifat antiinflamasi dan menenangkan otot yang tegang.","0,7"
869,Kulit gatal,Sosor bebek,"Rebus 10 lembar daun sosor bebek dalam 1 gelas air hingga mendidih dan airnya berkurang setengahnya. Setelah dingin, saring dan gunakan air rebusan untuk membasuh area kulit yang gatal. Kandungan antiseptik pada daun sosor bebek dapat membantu mengurangi rasa gatal dan iritasi pada kulit.","0,8"
870,Luka,Sosor bebek,"Cuci bersih 2-3 lembar daun sosor bebek, tumbuk hingga halus. Tempelkan pada luka ringan dan balut dengan kain bersih. Ganti ramuan setiap 12 jam hingga luka sembuh.","0,9"
871,Tenggorokan kering,Sosor bebek,"Rebus 5-7 lembar daun sosor bebek dalam 1,5 gelas air selama 10 menit. Saring dan minum air rebusan selagi hangat. Air rebusan ini dapat membantu melembapkan tenggorokan yang kering dan memberikan rasa lega, karena sosor bebek memiliki efek menenangkan pada saluran pernapasan.","0,8"
872,Sakit kepala,Srigading,"Ambil 5-6 daun srigading segar, cuci bersih, lalu rebus dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring airnya dan minum selagi hangat. Air rebusan ini dapat diminum 1-2 kali sehari untuk membantu meredakan sakit kepala, karena srigading memiliki sifat relaksan yang dapat mengurangi ketegangan otot kepala.","0,8"
873,Perut kembung,Srigading,"Rebus 1-2 batang srigading dalam 2 gelas air selama 15-20 menit hingga airnya tersisa sekitar 1 gelas. Saring dan minum air rebusannya selagi hangat. Konsumsi 2 kali sehari untuk membantu melancarkan pencernaan dan mengatasi perut kembung, karena srigading memiliki kandungan yang dapat memperbaiki fungsi pencernaan.","0,7"
874,Kulit gatal,Srigading,"Ambil beberapa helai daun srigading segar, cuci bersih, lalu tumbuk hingga halus. Oleskan pasta daun srigading pada area kulit yang gatal, diamkan selama 15-20 menit, kemudian bilas dengan air dingin. Penggunaan rutin dapat membantu meredakan gatal pada kulit karena sifat anti-inflamasi pada srigading yang dapat menenangkan iritasi kulit.","0,7"
875,Kelelahan,Srigading,"Cuci bersih 5 daun srigading segar, rebus dalam 1,5 gelas air hingga tersisa sekitar satu gelas. Setelah mendidih, saring dan minum selagi hangat. Minum sekali sehari untuk membantu mengurangi kelelahan, karena srigading dapat memberikan efek segar dan mengembalikan energi tubuh yang terkuras.","0,6"
876,Tenggorokan kering,Srigading,"Ambil 4-5 daun srigading segar, cuci bersih, kemudian rebus dalam 2 gelas air selama 10-15 menit. Setelah mendidih, saring air rebusannya dan minum secara perlahan. Minum 2 kali sehari untuk membantu melembapkan tenggorokan yang kering, karena srigading memiliki sifat yang menenangkan dan melembabkan saluran pernapasan.","0,7"
877,Kelelahan,Srikaya,"Ambil daging buah srikaya yang sudah matang, kemudian haluskan menggunakan sendok hingga menjadi pasta. Konsumsi 2-3 sendok makan srikaya setiap pagi untuk memberikan energi ekstra dan mengurangi rasa lelah setelah beraktivitas. Srikaya kaya akan karbohidrat yang membantu mengembalikan tenaga.","0,7"
878,Sakit kepala,Srikaya,"Ambil 1 buah srikaya matang, kupas kulitnya, dan pisahkan daging buah. Haluskan daging buah tersebut, lalu konsumsi langsung. Kandungan magnesium dalam srikaya dapat membantu mengurangi ketegangan pada otot kepala dan meredakan sakit kepala yang disebabkan oleh stres atau dehidrasi.","0,6"
879,Kulit kering,Srikaya,"Tumbuk halus 2-3 sendok makan daging buah srikaya matang dan campurkan dengan 1 sendok teh madu. Oleskan campuran tersebut pada area kulit yang kering, biarkan selama 20 menit, kemudian bilas dengan air hangat. Srikaya memiliki kandungan vitamin C yang dapat membantu melembapkan dan menutrisi kulit.","0,7"
880,Perut kembung,Srikaya,"Ambil 1 buah srikaya, kupas dan pisahkan daging buahnya. Campurkan daging buah srikaya dengan sedikit air matang dan haluskan. Minum air srikaya tersebut untuk membantu melancarkan pencernaan dan mengurangi perut kembung. Srikaya kaya akan serat yang membantu memperlancar pencernaan.","0,7"
881,Tenggorokan kering,Srikaya,"Ambil 1 buah srikaya matang, ambil daging buahnya, dan haluskan. Campurkan dengan 1 sendok makan madu dan aduk rata. Konsumsi campuran ini perlahan untuk melembapkan tenggorokan yang kering. Kandungan air dan gula alami pada srikaya membantu menjaga kelembapan tenggorokan.","0,7"
882,Sakit kepala,Tahi Kotok,"Ambil 1 sendok makan daun tahi kotok yang sudah dicuci bersih, lalu rebus dengan 2 gelas air hingga mendidih dan tersisa sekitar 1 gelas. Saring air rebusan dan minum 2 kali sehari. Daun tahi kotok memiliki sifat analgesik yang membantu meredakan sakit kepala akibat kelelahan atau stres.","0,8"
883,Kulit gatal,Tahi Kotok,"Ambil 1 genggam daun tahi kotok segar, cuci bersih, lalu tumbuk hingga halus. Tempelkan pada bagian kulit yang gatal dan diamkan selama 20 menit sebelum dibilas dengan air dingin. Kandungan senyawa alami dalam tahi kotok membantu mengurangi rasa gatal dan peradangan pada kulit.","0,7"
884,Perut kembung,Tahi Kotok,"Rebus 2 sendok teh daun tahi kotok dengan 1,5 gelas air hingga tersisa setengah gelas. Saring dan minum air rebusan ini selagi hangat setelah makan untuk membantu meredakan perut kembung dan melancarkan pencernaan. Daun tahi kotok mengandung zat yang membantu mengurangi gas dalam perut.","0,7"
885,Sakit gigi,Tahi Kotok,"Ambil beberapa daun tahi kotok segar, cuci bersih, lalu kunyah langsung atau tempelkan pada gigi yang sakit. Daun tahi kotok memiliki sifat antiseptik yang dapat membantu meredakan sakit gigi serta mengurangi peradangan pada gusi.","0,8"
886,Mata lelah,Tahi Kotok,"Rebus 1 sendok makan daun tahi kotok dalam 1 gelas air hingga mendidih, kemudian biarkan sedikit mendingin. Gunakan air rebusan tersebut untuk mencuci mata dengan kapas, lakukan 2-3 kali sehari. Daun tahi kotok dapat membantu meredakan iritasi dan kelelahan pada mata.","0,6"
887,Sakit kepala,Tapak Rusa,"Ambil 5-6 helai daun tapak rusa segar, cuci bersih, dan rebus dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan tersebut hangat untuk membantu meredakan sakit kepala, karena tapak rusa memiliki sifat relaksan yang dapat mengurangi ketegangan pada otot kepala.","0,7"
888,Kulit kasar,Tapak Rusa,"Cuci bersih 5 helai daun tapak rusa segar, kemudian tumbuk halus hingga berbentuk pasta. Oleskan pasta ini pada bagian kulit yang kasar, seperti siku atau lutut, dan diamkan selama 20 menit sebelum dibilas. Proses ini membantu melembapkan dan menghaluskan kulit yang kasar.","0,7"
889,Perut kembung,Tapak Rusa,"Rebus 5 helai daun tapak rusa segar dengan 2 gelas air hingga tersisa 1 gelas. Setelah mendidih, saring dan minum air rebusan tersebut 2 kali sehari untuk membantu meredakan perut kembung, karena tapak rusa memiliki sifat yang dapat melancarkan pencernaan dan mengurangi gas.","0,7"
890,Sakit tenggorokan,Tapak Rusa,"Seduh 3-4 helai daun tapak rusa segar dengan air panas seperti teh. Diamkan beberapa menit hingga daun terendam sempurna, kemudian minum perlahan. Air seduhan ini dapat membantu menenangkan tenggorokan yang teriritasi dan memberikan sensasi lega.","0,8"
891,Susah tidur,Tapak Rusa,"Ambil 5 helai daun tapak rusa segar, rebus dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan sebelum tidur. Kandungan alami dalam tapak rusa dapat membantu merelaksasi tubuh, memberikan efek menenangkan, dan memudahkan tidur.","0,8"
892,Sakit kepala,Tapak Dara,"Ambil 5-7 helai daun tapak dara segar, cuci bersih, lalu tumbuk hingga halus. Tempelkan pada dahi atau area yang terasa nyeri, diamkan selama 15-20 menit. Daun tapak dara memiliki efek menenangkan yang dapat membantu mengurangi rasa sakit pada kepala.","0,8"
893,Perut kembung,Tapak Dara,Rebus 3-5 helai daun tapak dara dalam 2 gelas air hingga tersisa sekitar 1 gelas. Saring dan minum air rebusan tersebut selagi hangat. Daun tapak dara membantu melancarkan pencernaan dan mengurangi gas yang menyebabkan perut kembung.,"0,7"
894,Luka,Tapak Dara,"Tumbuk halus beberapa daun tapak dara, kemudian oleskan pada luka atau goresan di kulit. Balut dengan kain bersih dan biarkan selama beberapa jam. Kandungan anti-inflamasi pada tapak dara membantu mempercepat penyembuhan luka.","0,8"
895,Susah tidur,Tapak Dara,"Rebus 7-10 helai daun tapak dara dalam 1 gelas air. Setelah mendidih, saring dan minum sebelum tidur. Daun tapak dara dikenal memiliki efek relaksasi yang dapat membantu mengatasi kesulitan tidur dan meningkatkan kualitas tidur.","0,8"
896,Tenggorokan kering,Tapak Dara,"Seduh 5 helai daun tapak dara segar dalam 1 gelas air panas, biarkan beberapa menit, kemudian minum selagi hangat. Minuman ini membantu melembapkan tenggorokan yang kering dan memberi rasa nyaman.","0,8"
897,Pembengkakan,Tapak Kuda,"Ambil 3-4 lembar daun tapak kuda yang segar, cuci bersih, lalu remas hingga keluar airnya. Tempelkan daun tersebut pada area kaki yang bengkak, dan biarkan selama 30 menit. Daun tapak kuda memiliki sifat anti-inflamasi yang dapat membantu mengurangi pembengkakan pada kaki.","0,8"
898,Sakit kepala,Tapak Kuda,"Rebus 5-6 lembar daun tapak kuda dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring air rebusan dan minum selagi hangat. Konsumsi 2 kali sehari untuk meredakan sakit kepala.","0,7"
899,Demam,Tapak Kuda,Rebus 7 lembar daun tapak kuda dalam 3 gelas air hingga tersisa setengahnya. Saring dan minum air rebusan tersebut selagi hangat. Ramuan ini dapat membantu menurunkan demam dengan efek pendingin alami.,"0,8"
900,Iritasi kulit,Tapak Kuda,"Haluskan daun tapak kuda segar dan tempelkan pada area kulit yang meradang atau iritasi. Diamkan selama 20-30 menit, lalu bilas dengan air bersih. Daun tapak kuda memiliki sifat anti-inflamasi yang dapat membantu meredakan peradangan kulit.","0,9"
901,Nyeri otot,Tapak Kuda,"Rebus segenggam daun tapak kuda dalam 500 ml air hingga mendidih. Gunakan air rebusan hangat untuk merendam kain, lalu kompres area nyeri selama 20 menit.","0,85"
902,Sakit kepala,Tapak Liman,"Ambil 3-5 lembar daun tapak liman yang segar, cuci bersih, lalu remas hingga mengeluarkan air. Tempelkan pada dahi atau area yang sakit kepala selama 15-20 menit. Kandungan minyak atsiri pada daun tapak liman dapat memberikan efek dingin dan meredakan rasa sakit pada kepala.","0,7"
903,Kulit gatal,Tapak Liman,"Cuci bersih 2-3 helai daun tapak liman, haluskan dengan cara ditumbuk atau diblender. Oleskan pasta daun tapak liman pada kulit yang gatal, biarkan selama 15-20 menit, lalu bilas dengan air dingin. Efek dingin dari daun tapak liman membantu meredakan rasa gatal pada kulit.","0,8"
904,Perut kembung,Tapak Liman,"Rebus 1-2 helai daun tapak liman dalam 1,5 gelas air hingga tersisa sekitar satu gelas. Saring air rebusan dan minum selagi hangat. Minum 2 kali sehari untuk membantu melancarkan pencernaan dan meredakan perut kembung. Kandungan antispasmodik dalam daun tapak liman membantu mengurangi perut kembung.","0,9"
905,Pusing,Tapak Liman,"Ambil 4-5 helai daun tapak liman yang segar, cuci bersih, lalu remas daun tersebut untuk mengeluarkan cairannya. Tempelkan daun pada area pelipis atau tengkuk dan diamkan selama beberapa menit. Daun tapak liman memiliki sifat menenangkan yang dapat membantu meredakan pusing.","0,7"
906,Nyeri otot,Tapak Liman,"Cuci bersih 3-4 helai daun tapak liman, haluskan dengan cara ditumbuk atau diblender. Oleskan pasta daun tapak liman pada area otot yang sakit, biarkan selama 15 menit, kemudian bilas dengan air hangat. Kandungan senyawa analgesik pada daun tapak liman dapat membantu meredakan ketegangan otot.","0,8"
907,Dehidrasi,Tebu,"Ambil batang tebu segar, cuci bersih, lalu potong-potong kecil dan peras airnya. Minum air tebu yang dihasilkan untuk menggantikan cairan tubuh yang hilang. Air tebu mengandung elektrolit yang membantu menghidrasi tubuh dengan cepat dan menjaga keseimbangan cairan.","0,9"
908,Kelelahan,Tebu,"Ambil 2 batang tebu segar, cuci bersih, lalu peras airnya. Tambahkan sedikit perasan jeruk nipis atau madu untuk rasa yang lebih segar. Minum satu gelas air tebu untuk memberikan energi instan, karena tebu mengandung gula alami yang cepat diserap tubuh.","0,9"
909,Panas dalam,Tebu,"Potong tebu segar menjadi beberapa bagian kecil, rebus dengan 500 ml air hingga air berkurang setengah. Minum air rebusan ini hangat 2 kali sehari.","0,9"
910,Tenggorokan kering,Tebu,"Peras batang tebu hingga menghasilkan sekitar satu gelas air, tambahkan sedikit madu untuk melembapkan tenggorokan. Minum air tebu hangat ini secara perlahan untuk membantu melembapkan tenggorokan yang kering dan meredakan iritasi.","0,8"
911,Tidak nafsu makan,Tebu,"Ambil batang tebu segar, cuci bersih, lalu peras airnya. Campurkan dengan sedikit air kelapa muda dan minum setelah makan. Kandungan gula alami pada tebu dapat merangsang nafsu makan dan memberikan rasa segar bagi tubuh yang kurang berenergi.","0,7"
912,Mata lelah,Teh,Seduh 1 kantong teh hijau atau teh hitam dalam 1 gelas air panas selama 3-5 menit. Teh mengandung antioksidan yang dapat membantu mengurangi kelelahan mata akibat terlalu lama menatap layar. Minumlah teh ini sekali atau dua kali sehari untuk memberi efek menyegarkan pada mata yang lelah.,"0,8"
